Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,25,903.7,0.036,0.059393939,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,517.5,0.025,0.1,0,0,May,1,1,2,4,Returning_Visitor,FALSE,FALSE
0,0,3,341.3333333,59,2946.6,0.003278689,0.007962529,9.380377049,0,May,1,1,6,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,29,740.5,0,0.009315376,0,0,May,1,1,2,4,Returning_Visitor,FALSE,FALSE
0,0,1,0,34,4566.238095,0.02047619,0.059220779,0,0.8,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
8,105.5644231,5,249,128,3158.561476,0.005474453,0.005815392,5.472974626,0,May,1,1,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,55,0,0.05,0,0.4,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,20,0,0,56,441.2166667,0.008474576,0.019322034,0,0.2,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,242,0.066666667,0.133333333,0,0,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1439.5,0,0.08,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,312.6666667,0,0.033333333,0,0,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,56.33333333,0,0.0125,0,1,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
2,50.5,0,0,14,689.3833333,0,0.013333333,100.7776,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,15,614.3333333,0.007692308,0.025641026,0,0,May,1,1,1,15,Returning_Visitor,FALSE,FALSE
3,30.5,0,0,23,422.730303,0.008333333,0.0125,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,485.2839744,0.004938272,0.039283154,0,1,May,2,2,2,4,Returning_Visitor,TRUE,FALSE
10,341.4285714,0,0,78,2588.077268,0.008333333,0.012068881,2.554071429,0,May,3,2,2,6,Returning_Visitor,TRUE,FALSE
3,105,0,0,34,603.7071429,0,0.003714286,14.75710476,0,May,1,1,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,0,0.2,0.2,0,0.2,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,600,0,0.033333333,0,0,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,82.83333333,0,0.00625,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
5,99.16666667,1,27,33,483.2666667,0.002777778,0.009126984,0,0.6,May,8,5,1,2,Returning_Visitor,FALSE,FALSE
5,436,0,0,7,26,0.066666667,0.075,0,0,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,272.6666667,0,0.009090909,0,0,May,3,2,1,4,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
1,43,1,0,3,65,0,0.04,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
8,102.6666667,0,0,49,4051.375,0.007272727,0.022949495,0,0,May,2,4,7,4,Returning_Visitor,FALSE,FALSE
7,195.875,2,0,68,1725.870671,0.0032,0.018348148,16.16701333,0,May,2,2,6,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,27,359,0,0.020512821,0,0,May,1,1,7,2,Returning_Visitor,TRUE,FALSE
4,204.5,0,0,12,159,0,0.026666667,0,0,May,1,1,4,2,New_Visitor,TRUE,FALSE
0,0,0,0,24,676.1666667,0,0.008333333,2.705833333,0,May,2,2,6,4,Returning_Visitor,TRUE,TRUE
3,94,0,0,19,707.2666667,0,0.035714286,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
1,255,0,0,35,1178,0.035294118,0.064705882,0,1,May,3,2,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,56,0,0.033333333,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
1,5,1,292,35,1916.9,0,0.015555556,11.19189333,0.2,May,2,10,6,3,Returning_Visitor,FALSE,TRUE
0,0,1,12,57,2773.166667,0.015517241,0.050862069,8.325206897,0,May,2,2,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,297.3,0,0.011764706,0,0,May,1,2,1,4,Returning_Visitor,FALSE,FALSE
1,4,0,0,18,631.6666667,0,0.027777778,56.32466667,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,1340.75,0,0.015384615,57.58892308,0.6,May,4,1,3,4,New_Visitor,FALSE,TRUE
0,0,0,0,23,282.5,0.043478261,0.073913043,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,76,0,0.071428571,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
2,43,0,0,17,434,0,0.010526316,0,0,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,464.6666667,0,0.025,0,0.6,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,240.5,0.08,0.07,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,530,0,0.01,0,0,May,2,6,3,4,Returning_Visitor,TRUE,FALSE
5,113.5,0,0,24,495.2738095,0.016666667,0.037777778,0,0,May,3,2,8,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,62,2232.45,0.008196721,0.039726776,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
1,3,0,0,5,151,0,0.016666667,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,49,0,0.033333333,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
6,220,2,327,50,1845.166667,0.011111111,0.022376543,10.09862222,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,1,19,27,1523.05,0,0.001851852,22.12888889,0,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,70,0.04,0.08,0,0.4,May,2,5,6,3,Returning_Visitor,FALSE,FALSE
2,37.33333333,0,0,31,1552.883333,0,0.008333333,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
1,29,0,0,25,381.3571429,0,0.004166667,0,0.8,May,2,2,1,2,New_Visitor,FALSE,FALSE
2,59.5,1,20,96,5604.977381,0.004888889,0.016624762,5.344898889,0,May,2,7,1,6,Returning_Visitor,FALSE,TRUE
11,336.5,0,0,40,1239.949603,0.025,0.026035354,6.1287875,0,May,2,2,5,3,Returning_Visitor,TRUE,TRUE
1,63,0,0,9,265.25,0,0.004,0,0,May,1,1,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,657.6666667,0.013636364,0.034090909,0,0.8,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
2,7,0,0,3,11,0,0.033333333,0,0,May,4,5,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,1157.452381,0.012,0.027111111,15.3956,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,1673.653846,0.039215686,0.05122549,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,355.5,0,0.014285714,11.13171429,0,May,3,2,1,3,New_Visitor,FALSE,TRUE
1,0,0,0,90,5621.599206,0,0.013068182,2.099045455,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,123,0,0.036363636,0,0,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
15,168.429198,2,10,98,2806.829918,0.01314475,0.039029125,0.546128304,0,May,2,2,3,2,Returning_Visitor,TRUE,FALSE
2,5,0,0,3,32,0,0.066666667,0,1,May,2,2,2,5,Returning_Visitor,TRUE,FALSE
3,11.66666667,0,0,39,557.2452381,0.028947368,0.052076023,0,0.6,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
7,53.25,0,0,42,650.0333333,0.004347826,0.006521739,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
4,132,1,23,24,1614.22619,0,0.014285714,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
7,44.16666667,0,0,108,2973.125,0.005309735,0.020993117,0.201663717,1,May,2,2,3,4,Returning_Visitor,TRUE,FALSE
7,41.375,0,0,67,3014.290476,0.001917808,0.00781583,4.18760274,0.8,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
1,24,0,0,54,801.5095238,0.00754717,0.013274933,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,27,0.1,0.166666667,0,0.8,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,70.5,0.075,0.08,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,363.5,0,0.013043478,0,0.8,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,436,0.013333333,0.086666667,0,0.8,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,1087,0,0.006666667,0,0,May,4,2,2,2,Returning_Visitor,FALSE,FALSE
6,65,2,243,19,681.6190476,0,0.011794872,28.29538462,1,May,2,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,119,1243.180556,0,0.007668207,1.809360775,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
8,567.3571429,1,122,41,2504.699567,0,0.013075397,6.211094697,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,39,0,0,9,128,0,0.018181818,0,0,May,2,2,1,2,New_Visitor,FALSE,FALSE
2,7.5,0,0,63,1903.666667,0.008064516,0.019546851,0,0.4,May,1,2,2,4,Returning_Visitor,FALSE,FALSE
1,25,0,0,14,397,0.03625,0.047395833,14.9925,0,May,1,1,3,3,Returning_Visitor,FALSE,TRUE
0,0,1,232,16,343.2,0,0.006666667,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,71,0,0.04,0,0,May,4,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,653,0.008333333,0.033333333,0,0.8,May,4,1,9,1,Returning_Visitor,FALSE,FALSE
12,316.55,3,221,67,1564.444444,0.002631579,0.022549176,1.089771303,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
2,59.83333333,0,0,70,2509.25,0,0.006428571,11.28411429,0,May,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,0,0.166666667,0.177777778,0,0,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
2,20,0,0,24,242,0.018181818,0.045454545,0,0,May,2,2,4,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,646.7916667,0.005128205,0.054358974,0,0.8,May,1,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,209.8333333,0.002173913,0.030434783,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,38,0,0,11,713,0,0.016666667,113.98,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,112.5,0,0.05,0,0,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
1,5,0,0,44,630.3166667,0.025,0.044223485,0,0,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.6,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
11,100.0965368,0,0,122,6141.432139,0.013593814,0.030060022,0,0.2,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,536.2666667,0.044736842,0.068170426,0,0,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
7,160.3333333,0,0,31,590.5166667,0.005208333,0.009657738,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
2,42.16666667,0,0,17,490.5333333,0,0.01175,23.5144,0,May,2,4,7,2,Returning_Visitor,FALSE,FALSE
2,81,0,0,18,631,0.01,0.029,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,916.25,0,0.006666667,0,0,May,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,37,0,0.1,0,0.2,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,571.5,0.041666667,0.091666667,0,0.4,May,7,1,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,1025,0.042857143,0.066666667,0,0,May,4,2,1,13,Returning_Visitor,FALSE,FALSE
5,119,0,0,49,1143.348504,0,0.008595388,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
1,0,0,0,23,975.75,0,0.05030303,16.197,0,May,2,2,6,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,169,0.015384615,0.041538462,0,0,May,1,1,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,499.6666667,0.01,0.03,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,139.5,0,0.028571429,0,0,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
4,32.1,1,75,88,3827.753571,0,0.007269504,0.255191489,0,May,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,24,0.04,0.12,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,91,2058.534091,0.021348315,0.038816034,0,1,May,2,2,3,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,1639.5,0.025,0.06875,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
4,34,0,0,3,24,0,0.04,0,0,May,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,11,720.5,0,0.045454545,0,0,May,6,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,56,0.04,0.08,0,0,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
5,133,0,0,16,324.5,0,0.031481481,0,0,May,3,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,36,472.6666667,0.075675676,0.100510511,0,0.8,May,3,2,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,38,0.12,0.16,0,0.6,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,568.4782609,0.05,0.068285714,0,0.4,May,2,2,1,7,Returning_Visitor,FALSE,FALSE
1,29.5,0,0,29,569.1666667,0,0.01957672,12.455,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,0,0.2,0.2,0,0.6,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,1669.559524,0.016190476,0.051333333,0,0,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
1,38,0,0,29,986.8333333,0.013793103,0.035057471,0,0,May,2,4,3,4,Returning_Visitor,FALSE,FALSE
1,32.33333333,1,56,62,2414.9,0,0.002222222,30.4615873,0,May,2,2,9,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,24,330.0833333,0.0375,0.043055556,0,1,May,1,1,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,83,0.033333333,0.1,0,0.6,May,2,2,4,6,Returning_Visitor,FALSE,FALSE
1,74,0,0,21,744.8333333,0,0.01,0,0,May,2,2,1,2,New_Visitor,TRUE,FALSE
1,10,0,0,16,120,0.053333333,0.08,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
7,71,0,0,34,1540.75,0.004878049,0.024390244,0,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,89.5,0,0.05,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,27,0,0,17,1723,0,0.003921569,0,0,May,2,5,9,4,New_Visitor,FALSE,FALSE
0,0,0,0,7,191,0,0.028571429,0,0,May,2,4,4,2,Returning_Visitor,FALSE,FALSE
4,75.6,0,0,94,1576.205078,0.010752688,0.015506059,0,0.6,May,3,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,2,23,15,506,0.033333333,0.06,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,39,537,0.005128205,0.011965812,0,0,May,4,2,3,13,Returning_Visitor,FALSE,FALSE
2,32.5,0,0,12,239.75,0,0.005128205,0,0.4,May,2,4,1,5,New_Visitor,FALSE,FALSE
8,120.6666667,2,559,44,1470.333333,0.016,0.019207792,7.435866667,0,May,1,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,105.25,0,0.044444444,0,0,May,3,2,8,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,21,1636.5,0.042857143,0.065873016,0,0.4,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.6,May,2,4,7,6,Returning_Visitor,FALSE,FALSE
4,128.5,0,0,14,273.25,0,0.0125,0,0,May,1,8,4,4,Returning_Visitor,TRUE,FALSE
1,28,0,0,19,362,0,0.005555556,0,0,May,2,2,7,5,Returning_Visitor,FALSE,FALSE
3,51.5,0,0,21,1623.5,0,0.005,49.3886,0.6,May,2,4,2,3,New_Visitor,FALSE,TRUE
2,57,1,4,35,1643.333333,0.010526316,0.031578947,0,0.2,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,0,0.2,0.2,0,0.6,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
14,247.1363636,2,120.6666667,56,1080.266667,0.01884058,0.025355418,24.72661836,0.6,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,152,0,0.002380952,0,1,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
2,256,0,0,14,574.5,0,0.014285714,0,0,May,3,3,8,11,New_Visitor,FALSE,FALSE
0,0,0,0,11,142.4166667,0,0.036363636,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,37.5,0,0,55,1420.472496,0.001212121,0.005750251,0,0.8,May,1,1,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,19,0,0.08,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,3291,0.02,0.058,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,47,1144.483333,0.041843972,0.055319149,0,0,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
10,76.16666667,0,0,17,404,0,0.025757576,0,0,May,1,2,2,11,Returning_Visitor,TRUE,FALSE
4,202,0,0,28,714.9666667,0.014666667,0.016973138,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,527.5,0,0.003466667,0,0.8,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,18,0,0,8,66,0.075,0.0875,0,0.4,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
7,160.2307692,0,0,125,4313.139103,0.001736111,0.019623016,11.37678683,0,May,2,2,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,454.75,0.026666667,0.033333333,0,0,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
2,338,0,0,17,1205.566667,0.0125,0.0375,19.23625,0.8,May,3,2,2,2,Returning_Visitor,FALSE,TRUE
0,0,3,29,41,1652.75,0.013636364,0.035119048,0,0,May,2,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,239.5,0,0.016666667,0,0,May,3,2,1,6,New_Visitor,TRUE,FALSE
0,0,0,0,14,1539,0.015384615,0.030769231,0,0,May,2,10,2,2,Returning_Visitor,FALSE,FALSE
2,844,0,0,6,192.5,0.05,0.075,0,0.6,May,3,2,6,2,Returning_Visitor,FALSE,FALSE
3,73.5,3,171,76,2208.788095,0,0.004756098,3.200304878,0,May,4,1,7,2,Returning_Visitor,TRUE,FALSE
2,13.33333333,0,0,105,2062.443592,0.01220527,0.020275689,0,0.6,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
4,324.5,0,0,30,1456.783333,0,0.009019608,30.01288235,0,May,2,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,260,0.05,0.083333333,0,0.6,May,1,1,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,604,0,0.033333333,53.988,0,May,2,5,3,2,New_Visitor,FALSE,TRUE
7,159.5,0,0,13,362.5,0,0.003921569,0,0,May,2,2,7,2,New_Visitor,FALSE,FALSE
1,37,0,0,30,1584.3,0,0.01547619,3.356892857,0,May,3,2,9,4,Returning_Visitor,TRUE,FALSE
4,80,0,0,79,3855.2,0.012345679,0.028765432,0,0.6,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
1,8.5,0,0,14,543.8333333,0,0.007692308,0,0,May,2,2,3,5,New_Visitor,TRUE,FALSE
0,0,0,0,12,574,0.016666667,0.083333333,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,127.75,0.053333333,0.075,0,0,May,1,1,2,3,Returning_Visitor,FALSE,FALSE
1,241,0,0,39,2666,0.015384615,0.046153846,0,0.2,May,2,2,5,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,1166.333333,0,0.02826087,22.2993913,0,May,2,2,6,2,Returning_Visitor,FALSE,FALSE
16,284.85,0,0,276,4758.380638,0.001034483,0.007306262,27.43209507,0,May,4,1,3,1,Returning_Visitor,TRUE,TRUE
0,0,1,16,8,308,0,0.025,35.091,0,May,2,4,1,2,Returning_Visitor,FALSE,TRUE
7,64.75,1,17,100,2463.244841,0.001886792,0.014944594,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,28,0,0.066666667,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
1,2,0,0,24,958.25,0.025,0.035,24.34016667,0,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
4,47.5,0,0,16,331.3333333,0,0.010526316,254.6071579,0,May,2,5,1,2,New_Visitor,FALSE,TRUE
6,108.9166667,0,0,24,516.4166667,0,0.013333333,8.1816,0,May,2,2,1,5,Returning_Visitor,TRUE,TRUE
0,0,0,0,18,689.6666667,0.023529412,0.030392157,0,0,May,2,2,7,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,22,887.3547619,0.01,0.0145,0,0,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
3,25.57142857,1,0,15,2026.47619,0.011764706,0.07254902,0,0,May,4,1,1,1,Returning_Visitor,FALSE,FALSE
4,123,1,29.5,16,529.3333333,0,0.0045,0,0,May,3,3,2,2,New_Visitor,FALSE,FALSE
1,48,0,0,52,2376.861905,0.016666667,0.045679012,13.32592593,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
1,64,0,0,33,1564.17381,0.00625,0.003506944,10.12275,0,May,1,1,2,5,Returning_Visitor,TRUE,FALSE
4,69,0,0,20,1180,0,0.009090909,30.52636364,0,May,2,2,6,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,291.6,0,0.085714286,0,1,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,203,0,0.1,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
2,18,0,0,32,871.8333333,0.009375,0.020833333,31.903875,0.6,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
4,322.5,1,29,78,3098.992857,0.007692308,0.022124542,0,0,May,3,2,3,13,Returning_Visitor,TRUE,FALSE
2,178.5,2,314,19,2340.5,0,0.015873016,52.08342857,0,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,108,0,0.05,0,0,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
1,82,0,0,59,1927.122222,0.007909605,0.023728814,23.87629104,0,May,2,2,9,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,15,143.75,0.08,0.091555556,0,0.6,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,553,0,0.025,53.988,0,May,1,1,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,7,855,0,0.028571429,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
8,176.6666667,2,153,27,880.8,0.007291667,0.020192308,8.54525,0,May,1,1,2,2,Returning_Visitor,TRUE,TRUE
1,0,0,0,7,37,0.083333333,0.108333333,0,0.6,May,1,1,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,29,1721.125,0.042528736,0.071264368,0,0.6,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
1,418,3,76,70,3345.685836,0.002515091,0.007571185,7.204613682,0,May,2,10,6,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,29,809.1666667,0.017857143,0.032142857,0,0,May,2,6,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,466.75,0,0.028571429,0,0,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
1,23,0,0,35,1513,0.04,0.069333333,0,0.4,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,12.5,0,0,51,769.9928571,0,0.004081633,0,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,126.6666667,0.072727273,0.090909091,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,317.5,0.0125,0.031944444,0,0,May,2,2,5,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,389,0.122222222,0.122222222,0,0.2,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,44,0,0.1,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,252,0,0.061538462,0,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
5,66.96666667,2,416,291,12065.18135,0.00122631,0.008659512,9.013011371,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,120,1,85,33,616.4333333,0,0.005714286,0,0,May,2,2,5,2,New_Visitor,FALSE,FALSE
0,0,0,0,10,978,0,0.025,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
5,54,0,0,16,487.6666667,0,0.026315789,0,0,May,1,1,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,60,0,0.066666667,0,0,May,2,2,7,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,7,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,23,647.5,0.028571429,0.04,0,0,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,204.5,0.046153846,0.084615385,0,0.6,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,72,0.08,0.11,0,0.6,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
1,4,0,0,18,143.85,0,0.034117647,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
7,374.3690476,0,0,5,258.0833333,0.004545455,0.052525253,0,0,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,99.7,0,0.014285714,0,0.2,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
1,5.5,0,0,7,277,0.044444444,0.035555556,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,9,1779.166667,12,1886.5,0.007017544,0.019298246,0,0.6,May,2,2,6,3,New_Visitor,FALSE,FALSE
0,0,0,0,80,1987.533333,0.035,0.06514881,0,0.8,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,391.8666667,0,0.029411765,0,1,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
6,374,0,0,83,791.9559524,0.013636364,0.025536616,0,0.6,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
